"","name","position","team","season","stat_type","stats"
"354","Adrian Peterson","RB","ARI",2017,"rushing_fumbles",3
"355","Adrian Peterson","RB","ARI",2017,"rushing_fumbles_lost",2
"356","Adrian Peterson","RB","ARI",2017,"rushing_first_downs",15
"357","Adrian Peterson","RB","ARI",2017,"rushing_2pt_conversions",0
"358","Adrian Peterson","RB","ARI",2017,"receptions",9
"359","Adrian Peterson","RB","ARI",2017,"targets",16
"360","Adrian Peterson","RB","ARI",2017,"receiving_yards",66
"361","Adrian Peterson","RB","ARI",2017,"receiving_tds",0
"362","Adrian Peterson","RB","ARI",2017,"receiving_fumbles",0
"363","Adrian Peterson","RB","ARI",2017,"receiving_fumbles_lost",0
"364","Adrian Peterson","RB","ARI",2017,"receiving_air_yards",35
"365","Adrian Peterson","RB","ARI",2017,"receiving_yards_after_catch",51
"366","Adrian Peterson","RB","ARI",2017,"receiving_first_downs",3
"367","Adrian Peterson","RB","ARI",2017,"receiving_2pt_conversions",0
"368","Adrian Peterson","RB","ARI",2017,"target_share",0.4700311
"369","Adrian Peterson","RB","ARI",2017,"air_yards_share",0.09306288
"370","Adrian Peterson","RB","ARI",2017,"fantasy_points",59.4
"371","Adrian Peterson","RB","ARI",2017,"fantasy_points_ppr",68.4
"372","Adrian Peterson","RB","ARI",2017,"total_yards",514
"373","Adrian Peterson","RB","ARI",2017,"games",6
"374","Adrian Peterson","RB","ARI",2017,"touches",138
"375","Adrian Peterson","RB","ARI",2017,"rush_td_percentage",0.016
"376","Adrian Peterson","RB","ARI",2017,"rec_td_percentage",0
"377","Adrian Peterson","RB","ARI",2017,"total_tds",2
"378","Adrian Peterson","RB","ARI",2017,"td_percentage",0.014
"379","Adrian Peterson","RB","ARI",2017,"pass_ypg",0
"380","Adrian Peterson","RB","ARI",2017,"rush_ypg",74.66666667
"381","Adrian Peterson","RB","ARI",2017,"rec_ypg",11
"382","Adrian Peterson","RB","ARI",2017,"ppg",9.900000254
"383","Adrian Peterson","RB","ARI",2017,"ppr_ppg",11.40000025
"384","Adrian Peterson","RB","ARI",2017,"ypg",0
"385","Adrian Peterson","RB","ARI",2017,"pr",33.87
"386","Adrian Peterson","RB","DET",2020,"carries",156
"387","Adrian Peterson","RB","DET",2020,"rushing_yards",604
"388","Adrian Peterson","RB","DET",2020,"rushing_tds",7
"389","Adrian Peterson","RB","DET",2020,"rushing_fumbles",0
"390","Adrian Peterson","RB","DET",2020,"rushing_fumbles_lost",0
"391","Adrian Peterson","RB","DET",2020,"rushing_first_downs",34
"392","Adrian Peterson","RB","DET",2020,"rushing_2pt_conversions",0
"393","Adrian Peterson","RB","DET",2020,"receptions",12
"394","Adrian Peterson","RB","DET",2020,"targets",18
"395","Adrian Peterson","RB","DET",2020,"receiving_yards",101
"396","Adrian Peterson","RB","DET",2020,"receiving_tds",0
"397","Adrian Peterson","RB","DET",2020,"receiving_fumbles",0
"398","Adrian Peterson","RB","DET",2020,"receiving_fumbles_lost",0
"399","Adrian Peterson","RB","DET",2020,"receiving_air_yards",-6
"400","Adrian Peterson","RB","DET",2020,"receiving_yards_after_catch",103
"401","Adrian Peterson","RB","DET",2020,"receiving_first_downs",4
"402","Adrian Peterson","RB","DET",2020,"receiving_2pt_conversions",0
"403","Adrian Peterson","RB","DET",2020,"target_share",0.48744592
"404","Adrian Peterson","RB","DET",2020,"air_yards_share",-0.016455386
